"BehaviorSpace results (NetLogo 6.3.0)"
"CA 1D Elementary.nlogo"
"1"
"09/14/2023 13:29:59:199 +0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-512","512","-250","250"
"[run number]","OII","density","OOI","IOO","background","rule","III","OIO","IOI","OOO","auto-continue?","foreground","IIO","[step]","count patches with [pcolor = green]"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","180","92173"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","183","17298"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","173","3868"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","165","2733"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","139","2277"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","180","92342"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","181","93059"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","184","17479"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","174","3900"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","166","2749"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","140","2285"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","181","93363"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","182","93196"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","185","17665"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","175","3996"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","167","2781"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","183","94075"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","182","93368"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","141","2301"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","186","17852"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","176","4004"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","168","2789"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","184","94218"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","183","94389"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","187","18064"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","142","2317"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","177","4028"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","169","2805"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","185","95109"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","184","94394"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","188","18234"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","178","4044"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","143","2349"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","186","95242"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","170","2821"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","185","95415"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","189","18430"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","179","4092"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","187","96119"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","171","2853"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","144","2353"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","186","95420"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","190","18617"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","180","4108"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","188","96267"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","187","96441"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","172","2869"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","191","18816"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","145","2361"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","181","4156"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","189","97154"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","188","96446"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","192","19017"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","173","2901"
